|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|image_file|Medium|low_est|high_est|Sold|Artist|Movement
0|2D|1835.0|Brush, Pen|Paper|Yes|28.6 x 19.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/db71d17c6b99bbcb339c6b7a61719ff3.jpg|Mountain Stream in Norway.|ANDREAS ACHENBACH|Nov 27, 2019|images/andreas_achenbach/db71d17c6b99bbcb339c6b7a61719ff3.jpg||1333|1666|1666.0|ANDREAS ACHENBACH|Romanticism/Landscape
1|2D|1837.0|Oil|Canvas|Yes|10.25 x 14.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/31cabcab5d8ab2fc3433e690a985ea60.jpg|Norwegische Landschaft|ANDREAS ACHENBACH|Oct 28, 2019|images/andreas_achenbach/31cabcab5d8ab2fc3433e690a985ea60.jpg||5000|7000||ANDREAS ACHENBACH|Romanticism/Landscape
2|2D||Oil|Panel|Yes|17.5 x 30 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/529bbbcbc6021af2efdf868ce35d53c5.jpg|Boote im Hafen|ANDREAS ACHENBACH|Oct 23, 2018|images/andreas_achenbach/529bbbcbc6021af2efdf868ce35d53c5.jpg||8000|12000|8125.0|ANDREAS ACHENBACH|Romanticism/Landscape
3|2D|1815.0|Oil|Canvas|Yes|13.62 x 10.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3db9605b25d95b10ec099f1f01d19569.jpg|Sunset on a Rocky Coast|ANDREAS ACHENBACH|Jul 26, 2017|images/andreas_achenbach/3db9605b25d95b10ec099f1f01d19569.jpg||2000|3000|2250.0|ANDREAS ACHENBACH|Romanticism/Landscape
4|2D||Oil|Panel|Yes|20.125 x 30.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2f4da8689c5df799c7e2029762898a2d.jpg|Heissische Landschaft|ANDREAS ACHENBACH|Oct 26, 2016|images/andreas_achenbach/2f4da8689c5df799c7e2029762898a2d.jpg||30000|50000|30000.0|ANDREAS ACHENBACH|Romanticism/Landscape
5|2D||Oil|Canvas|Yes|25.75 x 34.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f69409d7d8b839702fccf67e3e15a2ee.jpg|The Shipwreck|ANDREAS ACHENBACH|Dec 4, 2014|images/andreas_achenbach/f69409d7d8b839702fccf67e3e15a2ee.jpg||3132|4698|2349.0|ANDREAS ACHENBACH|Romanticism/Landscape
6|2D|1879.0|Oil|Canvas|Yes|66 x 90 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/098d12609e49ce1b18e512c75356109a.jpg|The harbour of Ostend|ANDREAS ACHENBACH|May 14, 2014|images/andreas_achenbach/098d12609e49ce1b18e512c75356109a.jpg||6859|9603|8574.0|ANDREAS ACHENBACH|Romanticism/Landscape
7|2D||Oil|Canvas|Yes|80.2 x 100.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cef15459aab9114631dfd6184d158f54.jpg|Bundling forces in rough seas|ANDREAS ACHENBACH|May 7, 2013|images/andreas_achenbach/cef15459aab9114631dfd6184d158f54.jpg||10485|15728|19660.0|ANDREAS ACHENBACH|Romanticism/Landscape
8|2D|1866.0|Oil|Panel|Yes|74.6 x 64.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1928a9e5c7fb5f8e02e7951701dc6c4e.jpg|Farewell to the fleet|ANDREAS ACHENBACH|May 7, 2013|images/andreas_achenbach/1928a9e5c7fb5f8e02e7951701dc6c4e.jpg||52428|78642|127793.0|ANDREAS ACHENBACH|Romanticism/Landscape
9|2D||Oil|Board|Yes|27 x 39 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ebf086a419b85bad36e9c95da13cd787.jpg|A winter landscape with hunters on the ice|ANDREAS ACHENBACH|May 8, 2012|images/andreas_achenbach/ebf086a419b85bad36e9c95da13cd787.jpg||9117|13025|11396.0|ANDREAS ACHENBACH|Romanticism/Landscape
10|2D||Oil|Canvas|Yes|71.5 x 101 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2b13cad394d10147771d2f2b48f5417b.jpg|A fishing boat and a steamer in rough seas|ANDREAS ACHENBACH|Apr 13, 2010|images/andreas_achenbach/2b13cad394d10147771d2f2b48f5417b.jpg||13583|20374|15280.0|ANDREAS ACHENBACH|Romanticism/Landscape
11|2D||Oil|Canvas|Yes|81 x 105 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/967a54aa249115eeecddf61ad6b46f5a.jpg|A moored steamer at a busy quay|ANDREAS ACHENBACH|Apr 13, 2010|images/andreas_achenbach/967a54aa249115eeecddf61ad6b46f5a.jpg||20374|27166|25468.0|ANDREAS ACHENBACH|Romanticism/Landscape
12|2D||Oil|Canvas|Yes|33 x 51 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ee4cdd9eb11306e14f25e264092be969.jpg|SHIPPING IN CHOPPY WATERS|ANDREAS ACHENBACH|Apr 14, 2008|images/andreas_achenbach/ee4cdd9eb11306e14f25e264092be969.jpg||12695|19042||ANDREAS ACHENBACH|Romanticism/Landscape
13|2D|1867.0|Oil|Canvas|Yes|35.5 x 52 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7fd9b8fcda2c6a918c88b5f9365d4944.jpg|The Watermill in the Village|ANDREAS ACHENBACH|Oct 24, 2007|images/andreas_achenbach/7fd9b8fcda2c6a918c88b5f9365d4944.jpg||30000|40000|73000.0|ANDREAS ACHENBACH|Romanticism/Landscape
14|2D||Oil|Panel|Yes|50 x 61.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/85592807c4662dadee88e5f2431252ae.jpg|Rowing on rough seas|ANDREAS ACHENBACH|Oct 17, 2007|images/andreas_achenbach/85592807c4662dadee88e5f2431252ae.jpg||7100|9940|7987.0|ANDREAS ACHENBACH|Romanticism/Landscape
15|2D||Oil|Canvas|Yes|127 x 173 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/828db8e2a839d2779f67082a00f7ba7b.jpg|The departure of the steamship|ANDREAS ACHENBACH|Oct 24, 2006|images/andreas_achenbach/828db8e2a839d2779f67082a00f7ba7b.jpg||50164|75246|60196.0|ANDREAS ACHENBACH|Romanticism/Landscape
16|2D||Oil|Canvas, Panel|Yes|23.5 x 50.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6221c9b8317bef41fafce1c79a67d02b.jpg|The rescue|ANDREAS ACHENBACH|Oct 24, 2006|images/andreas_achenbach/6221c9b8317bef41fafce1c79a67d02b.jpg||2508|3762|3009.0|ANDREAS ACHENBACH|Romanticism/Landscape
17|2D||Oil|Panel|Yes|35 x 46 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1d0750c847d693a3c0c2d2bfb0816c47.jpg|The boat wharf|ANDREAS ACHENBACH|Apr 26, 2006|images/andreas_achenbach/1d0750c847d693a3c0c2d2bfb0816c47.jpg||18637|24850|20874.0|ANDREAS ACHENBACH|Romanticism/Landscape
18|2D||Oil|Canvas|Yes||https://artbnk-art-resized-images.s3.amazonaws.com/w526/e30bd8e42bcbb29b6900ec7084a8cab9.jpg|The Race|ANDREAS ACHENBACH|Apr 26, 2006|images/andreas_achenbach/e30bd8e42bcbb29b6900ec7084a8cab9.jpg||37275|62125|89460.0|ANDREAS ACHENBACH|Romanticism/Landscape
19|2D||Oil|Canvas|Yes|42 x 62 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d204244494c1245af46d8bc3d3d45d75.jpg|A windmill in a storm|ANDREAS ACHENBACH|Dec 2, 2004|images/andreas_achenbach/d204244494c1245af46d8bc3d3d45d75.jpg||11593|15457|19395.0|ANDREAS ACHENBACH|Romanticism/Landscape
20|2D|1838.0|Watercolour|Paper|Yes|5 x 5.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|The carousing figures|ANDREAS ACHENBACH|Apr 29, 2004|images/andreas_achenbach/beac2092aad7c91227aeb0a9e23c1418.jpg||44|352|105.0|ANDREAS ACHENBACH|Romanticism/Landscape
21|2D||Oil|Canvas|Yes|18 x 24 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8053e9c6cb9b5d04aa939c3b7e0a2154.jpg|The fishermen's return|ANDREAS ACHENBACH|Mar 21, 2002|images/andreas_achenbach/8053e9c6cb9b5d04aa939c3b7e0a2154.jpg||3566|4993|6370.0|ANDREAS ACHENBACH|Romanticism/Landscape
22|2D|1996.0|Acrylic|Canvas|Yes|48 x 52 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6b360e0a156740041eebd2b6f3bdc5a3.jpg|Untitled|GUSTAVO ACOSTA|May 29, 2019|images/gustavo_acosta/6b360e0a156740041eebd2b6f3bdc5a3.jpg||6000|8000|10625.0|GUSTAVO ACOSTA|Surrealism/Contemporary/Industrial
23|2D|1996.0|Acrylic|Canvas|Yes|50.25 x 55 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/23440ea79e6ca9d8f7a78dfb8838394c.jpg|El estimulo y lo posible|GUSTAVO ACOSTA|Jun 25, 2014|images/gustavo_acosta/23440ea79e6ca9d8f7a78dfb8838394c.jpg||5000|7000|3500.0|GUSTAVO ACOSTA|Surrealism/Contemporary/Industrial
24|2D||Oil|Canvas|Yes|22 x 29 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/79c988673f526b50a1d2be13f4b2cd1e.jpg|Mediterranean Landscape with Village and Monatery|OSWALD ACHENBACH|May 27, 2020|images/oswald_achenbach/79c988673f526b50a1d2be13f4b2cd1e.jpg||5000|7000|5376.0|OSWALD ACHENBACH|Realism/Landscape
25|2D|1849.0|Oil|Canvas|Yes|33.5 x 28.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e245b8089441b861fa90010886d8e8a2.jpg|In the Albanian mountains.|OSWALD ACHENBACH|Nov 27, 2019|images/oswald_achenbach/e245b8089441b861fa90010886d8e8a2.jpg||8887|13330|11109.0|OSWALD ACHENBACH|Realism/Landscape
26|2D|1883.0|Oil|Canvas|Yes|60 x 52 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f1172023afd901d90c17fcae0d7b3b5c.jpg|The Amalfi Coast with the steps to the Capuchin Monastery.|OSWALD ACHENBACH|Nov 27, 2019|images/oswald_achenbach/f1172023afd901d90c17fcae0d7b3b5c.jpg||11109|16663|18052.0|OSWALD ACHENBACH|Realism/Landscape
27|2D|1843.0|Oil|Paper, Cardboard , Panel|Yes|18.8 x 32.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/83c12fc6c71e8fb3d33c9b7dc3df34f9.jpg|Baumstumpf am Gebirgssee.|OSWALD ACHENBACH|May 29, 2019|images/oswald_achenbach/83c12fc6c71e8fb3d33c9b7dc3df34f9.jpg||3365|4487||OSWALD ACHENBACH|Realism/Landscape
28|2D||Oil|Canvas|Yes|85 x 82 x 32 cm||BATHING FIGURES ON THE ROCKS, ITALY|OSWALD ACHENBACH|Jan 17, 2019|||8831|12617|11039.0|OSWALD ACHENBACH|Realism/Landscape
29|2D||Oil|Canvas|Yes|64.5 x 89 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/96d7edce69a2ed3814735fb8f3b1a941.jpg|View of Ischia with the Aragonese castle|OSWALD ACHENBACH|Mar 14, 2018|images/oswald_achenbach/96d7edce69a2ed3814735fb8f3b1a941.jpg||0|0|37836.0|OSWALD ACHENBACH|Realism/Landscape
30|2D||Oil|Canvas|Yes|138 x 196 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dc5d2d33103704148675c0c846c097f0.jpg|THE BAY OF NAPLES, VESUVIUS BEYOND|OSWALD ACHENBACH|May 25, 2016|images/oswald_achenbach/dc5d2d33103704148675c0c846c097f0.jpg||73400|102760||OSWALD ACHENBACH|Realism/Landscape
31|2D||Oil|Panel|Yes|36.5 x 46 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0ea7eef198f633922485e8c4cef2dff1.jpg|THE GREAT ST BERNARD INN, IN THE ALPS|OSWALD ACHENBACH|Dec 10, 2014|images/oswald_achenbach/0ea7eef198f633922485e8c4cef2dff1.jpg||12552|18829|29420.0|OSWALD ACHENBACH|Realism/Landscape
32|2D|1876.0|Oil|Canvas|Unknown|128 x 109.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/06828422cb8f4ec5667161785a0ac26a.jpg|Fontana di Trevi.|OSWALD ACHENBACH|May 28, 2014|images/oswald_achenbach/06828422cb8f4ec5667161785a0ac26a.jpg||19051|24494|78246.0|OSWALD ACHENBACH|Realism/Landscape
33|2D|1879.0|Oil|Canvas|Yes|35 x 29 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2ffc3f0386020d402ed57f01ecfaba7b.jpg|GOING TO MARKET|OSWALD ACHENBACH|May 4, 2012|images/oswald_achenbach/2ffc3f0386020d402ed57f01ecfaba7b.jpg||30000|40000|30000.0|OSWALD ACHENBACH|Realism/Landscape
34|2D||Oil|Canvas|Yes|44 x 58 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5bde7dcfd4fe1b952551dbf4355a010b.jpg|DIE AMALFIKÜSTE (THE AMALFI COAST)|OSWALD ACHENBACH|Jun 2, 2010|images/oswald_achenbach/5bde7dcfd4fe1b952551dbf4355a010b.jpg||14659|21989|15575.0|OSWALD ACHENBACH|Realism/Landscape
35|2D|1883.0|Oil|Canvas|Yes|132 x 110.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/53994ae7e3efccd64922635dc96529dd.jpg|The entrance of a convent at the gulf of Sorrento|OSWALD ACHENBACH|Oct 13, 2009|images/oswald_achenbach/53994ae7e3efccd64922635dc96529dd.jpg||22296|29728|65698.0|OSWALD ACHENBACH|Realism/Landscape
36|2D||Oil|Canvas|Yes|79.5 x 112 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a69cda8167b8ec7e6246bfe16be76ed4.jpg|Young woman resting on a sunlit path|OSWALD ACHENBACH|Oct 13, 2009|images/oswald_achenbach/a69cda8167b8ec7e6246bfe16be76ed4.jpg||22296|29728|37160.0|OSWALD ACHENBACH|Realism/Landscape
37|2D||Oil|Canvas|Yes|40.2 x 60.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c4d3e6e11a88af07857a5f91a181e49e.jpg|IN DER BUCHT VON NEAPEL (THE BAY OF NAPLES, VESUVIUS BEYOND)|OSWALD ACHENBACH|Jun 3, 2009|images/oswald_achenbach/c4d3e6e11a88af07857a5f91a181e49e.jpg||24788|33051||OSWALD ACHENBACH|Realism/Landscape
38|2D||Oil|Canvas|Yes|45.5 x 63.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/40b13bdcd820ad9d446c6d8433fe11dd.jpg|THE BAY OF NAPLES|OSWALD ACHENBACH|Nov 12, 2008|images/oswald_achenbach/40b13bdcd820ad9d446c6d8433fe11dd.jpg||22834|30445|28543.0|OSWALD ACHENBACH|Realism/Landscape
39|2D||Oil|Panel|Yes|23 x 34.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/38510008e04aaf2e16ef59d9e6ef438f.jpg|PYRAMID OF CESTIUS|OSWALD ACHENBACH|Oct 28, 2008|images/oswald_achenbach/38510008e04aaf2e16ef59d9e6ef438f.jpg||6279|9419||OSWALD ACHENBACH|Realism/Landscape
40|2D||Oil|Canvas|Yes|77.5 x 100 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c11bbbb207cf8cab231c884b623523b5.jpg|BLICK AUF DEN GOLF VON NEAPEL (VIEW OF THE BAY OF NAPLES)|OSWALD ACHENBACH|May 30, 2008|images/oswald_achenbach/c11bbbb207cf8cab231c884b623523b5.jpg||15784|23676|23429.0|OSWALD ACHENBACH|Realism/Landscape
41|2D||Oil|Canvas|Yes|101 x 151 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aba4ec6492c2552ddfd107c7852f2546.jpg|SORRENTO (VIEW OF SORRENTO)|OSWALD ACHENBACH|May 30, 2008|images/oswald_achenbach/aba4ec6492c2552ddfd107c7852f2546.jpg||59190|78921|119368.0|OSWALD ACHENBACH|Realism/Landscape
42|2D||Oil|Canvas|Yes|27 x 40 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/70ab82a22664346042af29e5c306a6f2.jpg|The Colosseum, Rome|OSWALD ACHENBACH|Jan 23, 2008|images/oswald_achenbach/70ab82a22664346042af29e5c306a6f2.jpg||29257|39009|40765.0|OSWALD ACHENBACH|Realism/Landscape
43|2D||Oil|Canvas|Yes|11.75 x 15.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8c032cc97a7c78ce6f12d8f3a46b9a82.jpg|SUNSET ON THE SHORE|OSWALD ACHENBACH|Oct 23, 2007|images/oswald_achenbach/8c032cc97a7c78ce6f12d8f3a46b9a82.jpg||15000|20000||OSWALD ACHENBACH|Realism/Landscape
44|2D||Huile|Toile|Yes|53 x 72 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3675764381fd7292d9426f96e94ef916.jpg|VUE DE NAPLES AU SOLEIL COUCHANT|OSWALD ACHENBACH|Jun 19, 2007|images/oswald_achenbach/3675764381fd7292d9426f96e94ef916.jpg||40209|53612|82026.0|OSWALD ACHENBACH|Realism/Landscape
45|2D|1891.0|Oil|Canvas|Yes|70 x 100 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3eef891dac88447645b4595d656d1a4f.jpg|Passing through The Arch of Titus on the Via Sacra, Rome|OSWALD ACHENBACH|Apr 25, 2007|images/oswald_achenbach/3eef891dac88447645b4595d656d1a4f.jpg||54596|81894|122841.0|OSWALD ACHENBACH|Realism/Landscape
46|2D|1883.0|Oil|Canvas|Yes|74 x 101 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5ad23d65d7a581ebdf047e4a52b445c3.jpg|Pilgrims on the Via Cassia, Rome|OSWALD ACHENBACH|Apr 25, 2007|images/oswald_achenbach/5ad23d65d7a581ebdf047e4a52b445c3.jpg||47771|75069|98272.0|OSWALD ACHENBACH|Realism/Landscape
47|2D||Oil|Canvas|Yes|134 x 110 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2a6a1e82e6081d13b7d0bdd3b56fbb64.jpg|A procession in Palestrina, Italy|OSWALD ACHENBACH|Apr 26, 2006|images/oswald_achenbach/2a6a1e82e6081d13b7d0bdd3b56fbb64.jpg||24850|37275|47712.0|OSWALD ACHENBACH|Realism/Landscape
48|2D||Oil|Canvas|Yes|80 x 116.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/88f9e62d78523101cac8ccb0d9c0aa6d.jpg|Messe in der Römischen Campagna: in the Italian countryside|OSWALD ACHENBACH|Apr 26, 2006|images/oswald_achenbach/88f9e62d78523101cac8ccb0d9c0aa6d.jpg||12425|18637|17892.0|OSWALD ACHENBACH|Realism/Landscape
49|2D||Oil|Canvas|Yes|10 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/97d43f3e70deadc9f7089bccf8cfdf57.jpg|SUNSET IN THE BAY OF NAPLES|OSWALD ACHENBACH|Jan 28, 2006|images/oswald_achenbach/97d43f3e70deadc9f7089bccf8cfdf57.jpg||12000|18000|13200.0|OSWALD ACHENBACH|Realism/Landscape
50|2D|1847.0|Oil|Canvas|Yes|20.5 x 32 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ceb1d7386dede7ce095cec40fedeb0ec.jpg|Calm autumn day by a lake, hills in the distance|OSWALD ACHENBACH|Jan 25, 2006|images/oswald_achenbach/ceb1d7386dede7ce095cec40fedeb0ec.jpg||2212|2704|2655.0|OSWALD ACHENBACH|Realism/Landscape
51|2D|1865.0|Oil|Canvas|Yes|39.25 x 59 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d7564f44b4dbf1a5000cef6288abf222.jpg|Figures on a Track in an Italian Coastal Landscape|OSWALD ACHENBACH|Oct 27, 2004|images/oswald_achenbach/d7564f44b4dbf1a5000cef6288abf222.jpg||40000|60000|35850.0|OSWALD ACHENBACH|Realism/Landscape
52|2D||Oil|Canvas|Yes|71 x 99.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d0a7666a8a279e9f3fbe80a977a9edb3.jpg|Sunset over Napels|OSWALD ACHENBACH|Oct 26, 2004|images/oswald_achenbach/d0a7666a8a279e9f3fbe80a977a9edb3.jpg||51136|76704|58052.0|OSWALD ACHENBACH|Realism/Landscape
53|2D|1875.0|Oil|Canvas|Yes|91 x 135 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/67b74fd462c33bcdfab2b5bd26bb067e.jpg|An evening stroll on the road to Castel Gandolfo, Italy|OSWALD ACHENBACH|Oct 23, 2002|images/oswald_achenbach/67b74fd462c33bcdfab2b5bd26bb067e.jpg||24437|34212|26866.0|OSWALD ACHENBACH|Realism/Landscape
54|2D||Watercolor, Gouache|Paper|Yes|16 x 13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7adc99cc5f2aacac3a9291c98b704eb7.jpg|In the park|OSWALD ACHENBACH|Oct 30, 2001|images/oswald_achenbach/7adc99cc5f2aacac3a9291c98b704eb7.jpg||1000|1500|588.0|OSWALD ACHENBACH|Realism/Landscape
55|2D||Oil|Canvas|Yes|100 x 151 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/309a2dc506844b8c8923c820a3eb04aa.jpg|A Punch and Judy show on a beach along the shore of Naples, the Vesuvius in the distance|OSWALD ACHENBACH|Oct 23, 2001|images/oswald_achenbach/309a2dc506844b8c8923c820a3eb04aa.jpg||48878|66652|57432.0|OSWALD ACHENBACH|Realism/Landscape
56|2D|1886.0|Oil|Canvas|Yes|17.25 x 23.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f28ce3277d2831c43ba5c10ff353a6f0.jpg|The bay of Naples|OSWALD ACHENBACH|Apr 5, 2001|images/oswald_achenbach/f28ce3277d2831c43ba5c10ff353a6f0.jpg||11486|17230|20245.0|OSWALD ACHENBACH|Realism/Landscape
57|2D||Oil|Panel|Unknown|45.1 x 35.9 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/17b8240eb196ea396c26f192c698d9a9.jpg|Portrait of a gentleman, bust-length, in black costume|HANS VON AACHEN|Apr 27, 2016|images/hans_von_aachen/17b8240eb196ea396c26f192c698d9a9.jpg||0|0|10029.0|HANS VON AACHEN|Mannerism
58|2D||Oil|Copper|Unknown|13 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/534a694295442c4e1beef72c44095ce7.jpg|The Crucifixion with the two thieves|HANS VON AACHEN|Jul 5, 2013|images/hans_von_aachen/534a694295442c4e1beef72c44095ce7.jpg||14971|22456|16842.0|HANS VON AACHEN|Mannerism
59|2D||Oil|Canvas|Unknown|20.75 x 17.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/47ab331eb23f99928976b7bc5fa8cdb2.jpg|Untitled|HANS VON AACHEN|Feb 1, 2013|images/hans_von_aachen/47ab331eb23f99928976b7bc5fa8cdb2.jpg||70000|90000||HANS VON AACHEN|Mannerism
60|2D||Oil|Copper|Unknown|8.375 x 6.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1f18b2002e6006cd38a3334cbbb935d3.jpg|Minerva introducing Painting to the Liberal Arts|HANS VON AACHEN|Dec 8, 2010|images/hans_von_aachen/1f18b2002e6006cd38a3334cbbb935d3.jpg||12621|18931|25636.0|HANS VON AACHEN|Mannerism
61|2D||Oil|Panel|Yes|15.75 x 19.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/abf6673abae8c98ac522bc30a6b09651.jpg|Pan and Selene|HANS VON AACHEN|Dec 7, 2010|images/hans_von_aachen/abf6673abae8c98ac522bc30a6b09651.jpg||315648|473473|380751.0|HANS VON AACHEN|Mannerism
62|2D||Oil|Paper|Unknown|14.5 x 11 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Homo Bulla Est|HANS VON AACHEN|Apr 28, 2010|images/hans_von_aachen/beac2092aad7c91227aeb0a9e23c1418.jpg||3042|6084|4563.0|HANS VON AACHEN|Mannerism
63|2D||Oil|Canvas|Unknown|58.5 x 46 cm||PORTRAIT OF THE GOLDSMITH JACOPO BILIVERT (1550-1603), BUST LENGTH|HANS VON AACHEN|Dec 3, 2008|||73840|103376|320836.0|HANS VON AACHEN|Mannerism
64|2D||Oil|Panel|Unknown|36.1 x 30 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2a622d93ca91636fdb1b0432408c3010.jpg|PORTRAIT OF A BEARDED GENTLEMAN, BUST LENGTH, WITH A WHITE RUFF|HANS VON AACHEN|Apr 24, 2008|images/hans_von_aachen/2a622d93ca91636fdb1b0432408c3010.jpg||5928|9880||HANS VON AACHEN|Mannerism
65|2D||Oil|Canvas|Unknown||https://artbnk-art-resized-images.s3.amazonaws.com/w526/c8d65c63bd3d5d040c788ab3c4ec4136.jpg|DONNA VENUSTA|HANS VON AACHEN|Jan 25, 2008|images/hans_von_aachen/c8d65c63bd3d5d040c788ab3c4ec4136.jpg||30000|50000||HANS VON AACHEN|Mannerism
66|2D||Oil|Canvas|Unknown|19.5 x 14.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/47618a9ce1acb9e882776a42bdb5106d.jpg|Head of a woman|HANS VON AACHEN|Sep 5, 2007|images/hans_von_aachen/47618a9ce1acb9e882776a42bdb5106d.jpg||3015|5025|3015.0|HANS VON AACHEN|Mannerism
67|2D||Oil|Panel|Unknown|35.6 x 57 cm||THE JUDGEMENT OF PARIS|HANS VON AACHEN|Apr 24, 2007|||7997|11996|9597.0|HANS VON AACHEN|Mannerism
68|2D||Oil|Canvas|Unknown|25 x 22.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/99fca3db1c9059a83e74bfd8cfc4ac7a.jpg|PORTRAIT OF COUNT OTTO HEINRICH VON SCHWARZENBERG, HALF LENGTH, WEARING A WHITE RUFF AND A LEOPARD SKIN CLOAK|HANS VON AACHEN|May 18, 2006|images/hans_von_aachen/99fca3db1c9059a83e74bfd8cfc4ac7a.jpg||10000|15000|19200.0|HANS VON AACHEN|Mannerism
69|2D||Oil|Canvas|Unknown|33 x 42.5 inch||THE MATCH-MAKER|HANS VON AACHEN|Jun 22, 2005|||5000|8000||HANS VON AACHEN|Mannerism
70|2D||Oil|Panel|Yes|68.9 x 105.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2f9df3bf8ac8b86a783f9d9da818fefb.jpg|Diana and Actaeon|HANS VON AACHEN|Nov 3, 2004|images/hans_von_aachen/2f9df3bf8ac8b86a783f9d9da818fefb.jpg||6377|8927|12955.0|HANS VON AACHEN|Mannerism
71|2D||Oil|Copper|Unknown|6.5 x 5.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bcd4c6b41cd23f1b8871955ac855364b.jpg|The Virgin and Child|HANS VON AACHEN|Sep 17, 2004|images/hans_von_aachen/bcd4c6b41cd23f1b8871955ac855364b.jpg||1436|2154|1716.0|HANS VON AACHEN|Mannerism
72|2D||Oil|Copper|Unknown|23.875 x 19.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a5889b48d13aceb4e2e64a749c267453.jpg|The Triumph of Truth and the Imperial Cause|HANS VON AACHEN|Jul 11, 2001|images/hans_von_aachen/a5889b48d13aceb4e2e64a749c267453.jpg||56669|85004|74910.0|HANS VON AACHEN|Mannerism
