|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|image_file
35|2D|1883|Oil|Canvas|Unknown|47.25 x 14.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f0169d71f4fdcf842c87b3ebdaf711ae.jpg|Azalées rouges en pot|CLAUDE MONET|images/claude_monet/f0169d71f4fdcf842c87b3ebdaf711ae.jpg
36|2D|1878|Oil|Canvas|Yes|32.5 x 24.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1d256475d714df7b0ff291c27d3d160b.jpg|BOUQUET DE GLAÏEULS, LIS ET MARGUERITES|CLAUDE MONET|images/claude_monet/1d256475d714df7b0ff291c27d3d160b.jpg
37|2D|1899|Oil|Canvas|Unknown|25.625 x 31.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/944705e6b86f2c7b51ef5dc5527d92ae.jpg|CHARING CROSS BRIDGE|CLAUDE MONET|images/claude_monet/944705e6b86f2c7b51ef5dc5527d92ae.jpg
38|2D|1885|Oil|Canvas|Yes|24 x 28.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ee9f06c67a714e71c0f75d3602006840.jpg|LA FALAISE D'AMONT|CLAUDE MONET|images/claude_monet/ee9f06c67a714e71c0f75d3602006840.jpg
39|2D||Oil|Canvas|Unknown|8.63 x 7 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7521c2f50ce2efe7ac364a731b144d98.jpg|Nymphéas (fragment)|CLAUDE MONET|images/claude_monet/7521c2f50ce2efe7ac364a731b144d98.jpg
40|2D|1882|Oil|Canvas|Yes|7.125 x 15.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1ad364a307989afb93dc478e080cd9e7.jpg|PRUNES ET ABRICOTS|CLAUDE MONET|images/claude_monet/1ad364a307989afb93dc478e080cd9e7.jpg
41|2D|1893|Oil|Canvas|Yes|25.75 x 36.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f0e2f64bd85eb43a0965d97d268f56a9.jpg|Effet de neige à Giverny|CLAUDE MONET|images/claude_monet/f0e2f64bd85eb43a0965d97d268f56a9.jpg
42|2D|1888|Oil|Canvas|Yes|28.88 x 36.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5cff90329f44b7098d691684a7bc34d6.jpg|Jeune fille dans le jardin de Giverny|CLAUDE MONET|images/claude_monet/5cff90329f44b7098d691684a7bc34d6.jpg
43|2D|1881|Oil|Canvas|Yes|23.5 x 28.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a50789ca931b57e885103d2769c388ce.jpg|L'église à Vétheuil|CLAUDE MONET|images/claude_monet/a50789ca931b57e885103d2769c388ce.jpg
44|2D|1917|Oil|Canvas|Yes|39.75 x 79 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/30ceb26ed52fee39d793983f9c091688.jpg|Le bassin aux nymphéas|CLAUDE MONET|images/claude_monet/30ceb26ed52fee39d793983f9c091688.jpg
45|2D|1881|Oil|Canvas|Yes|32 x 25.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6d57cd8ccaa98cfb0da27480f123a3f3.jpg|L’Escalier à Vétheuil|CLAUDE MONET|images/claude_monet/6d57cd8ccaa98cfb0da27480f123a3f3.jpg
46|2D|1886|Oil|Canvas|Yes|26 x 32.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/55a70bcbb470e39590e4231a3600ff50.jpg|Vue du village de Giverny|CLAUDE MONET|images/claude_monet/55a70bcbb470e39590e4231a3600ff50.jpg
47|2D||Pastel|Paper|Yes|17.9 x 22.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/86b46e4079085239a7b84761821197ce.jpg|CÔTE PRÈS DE HONFLEUR|CLAUDE MONET|images/claude_monet/86b46e4079085239a7b84761821197ce.jpg
48|2D|1881|Oil|Canvas|Yes|32.13 x 25.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/980ab883cf109da61959e2e73f26ca73.jpg|Coup de vent|CLAUDE MONET|images/claude_monet/980ab883cf109da61959e2e73f26ca73.jpg
49|2D|1877|Oil|Canvas|Yes|23.75 x 31.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a9631af2817a7b6fb706a1e4f99f73aa.jpg|La Gare Saint-Lazare, vue extérieure|CLAUDE MONET|images/claude_monet/a9631af2817a7b6fb706a1e4f99f73aa.jpg
50|2D|1871|Oil|Canvas|Yes|17.5 x 28.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6c5ed561926bffc1e1011c41ba6f3b64.jpg|Le Dam à Zaandam, le soir|CLAUDE MONET|images/claude_monet/6c5ed561926bffc1e1011c41ba6f3b64.jpg
51|2D|1884|Oil|Canvas|Yes|65.5 x 54.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6b7e361798864317bce00cd7db71b6ad.jpg|CITRONS SUR UNE BRANCHE|CLAUDE MONET|images/claude_monet/6b7e361798864317bce00cd7db71b6ad.jpg
52|2D|1888|Oil|Canvas|Yes|65 x 92.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/561f4f03621a4ae1a5e71bcd22f11a9c.jpg|LA MÉDITERRANÉE PAR VENT DE MISTRAL|CLAUDE MONET|images/claude_monet/561f4f03621a4ae1a5e71bcd22f11a9c.jpg
53|2D|1871|Oil|Canvas|Yes|47.5 x 74 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/609ebaa66559499a96a0cffc82e97860.jpg|LE PORT DE ZAANDAM|CLAUDE MONET|images/claude_monet/609ebaa66559499a96a0cffc82e97860.jpg
54|2D||Pastel|Paper, Card|Yes|9.5 x 15.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8a47c7c9de63ce802d127bcc492fc9ef.jpg|Les Nuages|CLAUDE MONET|images/claude_monet/8a47c7c9de63ce802d127bcc492fc9ef.jpg
55|2D|1882|Oil|Canvas|Yes|44.88 x 15 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5ffe9c59a891d32997e01830eac521c8.jpg|Mauves|CLAUDE MONET|images/claude_monet/5ffe9c59a891d32997e01830eac521c8.jpg
56|2D|1879|Oil|Canvas|Yes|21.38 x 25.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2595410fee29575d4dd08e90b58329b8.jpg|Le Pommier|CLAUDE MONET|images/claude_monet/2595410fee29575d4dd08e90b58329b8.jpg
57|2D|1886|Oil|Canvas|Yes|65 x 81.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/be2f46bc8ce8408ea116972b052c8dad.jpg|INONDATION À GIVERNY|CLAUDE MONET|images/claude_monet/be2f46bc8ce8408ea116972b052c8dad.jpg
58|2D|1896|Oil|Canvas|Yes|35.13 x 36.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c2de1a9fc5c44c018f54973f0719279c.jpg|MATINÉE SUR LA SEINE|CLAUDE MONET|images/claude_monet/c2de1a9fc5c44c018f54973f0719279c.jpg
59|2D|1896|Oil|Canvas|Yes|28 x 36 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0b72719dcb2ebed9fbda3926e0869b60.jpg|Sur la falaise, au Petit Ailly|CLAUDE MONET|images/claude_monet/0b72719dcb2ebed9fbda3926e0869b60.jpg
60|2D|1868|Oil|Canvas|Yes|17.13 x 25.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cd3f893fa3abd6e814fa672c7d8af05e.jpg|Bord de mer à Sainte-Adresse|CLAUDE MONET|images/claude_monet/cd3f893fa3abd6e814fa672c7d8af05e.jpg
61|2D|1870|Oil|Canvas|Yes|18.13 x 15 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fcefd566dec796144b61c71bf6377bb1.jpg|Camille assise sur la plage à Trouville|CLAUDE MONET|images/claude_monet/fcefd566dec796144b61c71bf6377bb1.jpg
62|2D|1877|Oil|Canvas|Yes|24.13 x 31.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0694358b6f65e870010efdca0f8db5d7.jpg|Extérieur de la gare Saint-Lazare, effet de soleil|CLAUDE MONET|images/claude_monet/0694358b6f65e870010efdca0f8db5d7.jpg
63|2D|1879|Oil|Canvas|Yes|23.63 x 32.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/15df99bf1866f8a53143065d9f59337e.jpg|La Seine à Lavacourt|CLAUDE MONET|images/claude_monet/15df99bf1866f8a53143065d9f59337e.jpg
64|2D|1914|Oil|Canvas|Yes|63 x 70.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e6e47af7e186ae9d1e8aa39ec5cf8e5b.jpg|Nymphéas en fleur|CLAUDE MONET|images/claude_monet/e6e47af7e186ae9d1e8aa39ec5cf8e5b.jpg
65|2D||Huile|Toile|Unknown|22.1 x 58 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d1f56edd144273297d6ed528f0b426c9.jpg|Nymphéas (fragment)|CLAUDE MONET|images/claude_monet/d1f56edd144273297d6ed528f0b426c9.jpg
66|2D|1857|Pencil|Wove paper|Yes|232 x 290 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1d8b2e452ebad641932209c6d47620a2.jpg|Maison au toit de chaume, Gainneville.|CLAUDE MONET|images/claude_monet/1d8b2e452ebad641932209c6d47620a2.jpg
67|2D|1868|Pastel|Paper|Yes|8.63 x 14.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1d5ebf3c77f3f6a343b3ea113b0d79be.jpg|Coucher de soleil|CLAUDE MONET|images/claude_monet/1d5ebf3c77f3f6a343b3ea113b0d79be.jpg
68|2D|1881|Oil|Canvas|Yes|23.75 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f11daca83ae27b48c0e9f1b9572f8adc.jpg|La porte du jardin à Vétheuil|CLAUDE MONET|images/claude_monet/f11daca83ae27b48c0e9f1b9572f8adc.jpg
69|2D|1887|Oil|Canvas|Yes|29 x 39.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/06e06fdf23203cb24625bc4bb9bf1798.jpg|Pivoines|CLAUDE MONET|images/claude_monet/06e06fdf23203cb24625bc4bb9bf1798.jpg
70|2D|1885|Oil|Canvas|Yes|25.63 x 32 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/89f2bc5d35a6f98f6ff928aad2f2fa04.jpg|Prairie à Giverny|CLAUDE MONET|images/claude_monet/89f2bc5d35a6f98f6ff928aad2f2fa04.jpg
71|2D|1879|Oil|Canvas|Yes|25.75 x 36.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/268a1c2bb6ee7857dc77bae760c06e3f.jpg|Vétheuil|CLAUDE MONET|images/claude_monet/268a1c2bb6ee7857dc77bae760c06e3f.jpg
72|2D|1860|Chalk|Paper|Yes|7.75 x 11.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dd8381b0351f9e8114e3cfd03d83c5a2.jpg|Barques échouées sur la plage|CLAUDE MONET|images/claude_monet/dd8381b0351f9e8114e3cfd03d83c5a2.jpg
73|2D|1857|Pencil, Estompe|Paper|Yes|9.13 x 12.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/77a462df4f09b57607bc6ccbb45370e8.jpg|Croquis d’enfants|CLAUDE MONET|images/claude_monet/77a462df4f09b57607bc6ccbb45370e8.jpg
74|2D|1857|Pencil|Paper|Yes|9 x 12.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6797fd404e01532a2c70a32794d9cd74.jpg|Divers bateaux|CLAUDE MONET|images/claude_monet/6797fd404e01532a2c70a32794d9cd74.jpg
75|2D|1884|Oil|Canvas|Yes|23.63 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e626cbb4b14dbf4bca718dfefbe7da41.jpg|Falaises des Petites-Dalles|CLAUDE MONET|images/claude_monet/e626cbb4b14dbf4bca718dfefbe7da41.jpg
76|2D||Pastel|Paper|Yes|4.75 x 8.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bb05974f37b84dcd66cc1752309271b0.jpg|La mer et les nuages|CLAUDE MONET|images/claude_monet/bb05974f37b84dcd66cc1752309271b0.jpg
77|2D|1857|Pencil|Paper|Yes|12.25 x 9 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/42467aec21da596be577f278907a1759.jpg|Promeneur assis au pied d’un saule|CLAUDE MONET|images/claude_monet/42467aec21da596be577f278907a1759.jpg
78|2D|1857|Pencil, white chalk|Paper|Yes|12.25 x 9 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/573536a5422edf8686110a28a7a28ec6.jpg|Tête d’adolescent|CLAUDE MONET|images/claude_monet/573536a5422edf8686110a28a7a28ec6.jpg
79|2D|1887|Oil|Canvas|Yes|28.75 x 36.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1865218277fb91146b1e1e775d6d422a.jpg|Trois arbres à Giverny (Peupliers)|CLAUDE MONET|images/claude_monet/1865218277fb91146b1e1e775d6d422a.jpg
80|2D|1863|Pastel|Paper|Yes|6.5 x 9.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bb059a898298f552fc77db889c2b9fca.jpg|Vache à la pâture|CLAUDE MONET|images/claude_monet/bb059a898298f552fc77db889c2b9fca.jpg
81|2D||Pastel|Paper|Yes|5.25 x 10.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3921fedc6bc88cf76aa379d14650d256.jpg|Yport, la nuit|CLAUDE MONET|images/claude_monet/3921fedc6bc88cf76aa379d14650d256.jpg
82|2D|1887|Oil|Canvas|Yes|18.125 x 39.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/05111cabe5e8edc2c0ec75f600c9956d.jpg|CHAMP D'IRIS À GIVERNY|CLAUDE MONET|images/claude_monet/05111cabe5e8edc2c0ec75f600c9956d.jpg
83|2D|1877|Oil|Canvas|Yes|19.625 x 24 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/78bd6095f631e426a59606c066c930a1.jpg|La Plaine de Gennevilliers|CLAUDE MONET|images/claude_monet/78bd6095f631e426a59606c066c930a1.jpg
84|2D|1913|Oil|Canvas|Yes|32.125 x 36.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2401c1db10b24177816f88faae273605.jpg|LES ARCEAUX DE ROSES, GIVERNY|CLAUDE MONET|images/claude_monet/2401c1db10b24177816f88faae273605.jpg
85|2D|1893|Oil|Canvas|Yes|25.75 x 39.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5af74e7396614f9d9427a7b89bbc177a.jpg|LES GLAÇONS, BENNECOURT|CLAUDE MONET|images/claude_monet/5af74e7396614f9d9427a7b89bbc177a.jpg
86|2D||Oil|Canvas|Unknown|22.13 x 15.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f3ad173adbdf5089cd3944f279ef576b.jpg|Nymphéas (fragment)|CLAUDE MONET|images/claude_monet/f3ad173adbdf5089cd3944f279ef576b.jpg
87|2D|1897|Oil|Canvas|Yes|28.88 x 36.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6e744d6e1d06683d82060066fa73479b.jpg|La Pointe du Petit Ailly|CLAUDE MONET|images/claude_monet/6e744d6e1d06683d82060066fa73479b.jpg
88|2D|1908|Oil|Canvas|Yes|32 x 25.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9474280499956464bf0bdcff7a369cdc.jpg|Le Rio de la Salute|CLAUDE MONET|images/claude_monet/9474280499956464bf0bdcff7a369cdc.jpg
89|2D|1897|Oil|Canvas|Yes|35.13 x 36.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7727c368664822142de1e2ca74faccd5.jpg|Matinée sur la Seine|CLAUDE MONET|images/claude_monet/7727c368664822142de1e2ca74faccd5.jpg
90|2D|1882|Oil|Canvas|Yes|54.3 x 65.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aec3d6cc4f401ca84af5ff1f628d84c3.jpg|Marine|CLAUDE MONET|images/claude_monet/aec3d6cc4f401ca84af5ff1f628d84c3.jpg
91|2D|1880|Oil|Canvas|Yes|21.25 x 31.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2d821e28b787473fd207e020efd442ab.jpg|La Seine et les côteaux de Chantemesle|CLAUDE MONET|images/claude_monet/2d821e28b787473fd207e020efd442ab.jpg
92|2D|1882|Oil|Canvas|Yes|23.63 x 28.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a25bcedc3a924109a1ba52e9620c7aad.jpg|Le chemin creux|CLAUDE MONET|images/claude_monet/a25bcedc3a924109a1ba52e9620c7aad.jpg
93|2D|1918|Oil|Canvas|Yes|51.38 x 43.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8797dcb43c7fb0f475bf2f91fad307aa.jpg|Saule pleureur|CLAUDE MONET|images/claude_monet/8797dcb43c7fb0f475bf2f91fad307aa.jpg
94|2D|1882|Oil|Canvas|Yes|60 x 73 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0f72dfde5424491db4cfbded0fb773e3.jpg|Beach and cliffs of Pourville|CLAUDE MONET|images/claude_monet/0f72dfde5424491db4cfbded0fb773e3.jpg
95|2D|1861|Pastel, Gouache|Paper|Yes|7.75 x 15.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/33626c4d46d7f8de83d22b362ff7c848.jpg|Yport et falaise d'Aval|CLAUDE MONET|images/claude_monet/33626c4d46d7f8de83d22b362ff7c848.jpg
96|2D|1917|Oil|Canvas|Yes|38.25 x 51.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1ec9a47932e946b388907fc02d63aa46.jpg|LE BASSIN AUX NYMPHÉAS|CLAUDE MONET|images/claude_monet/1ec9a47932e946b388907fc02d63aa46.jpg
97|2D|1880|Oil|Canvas|Yes|23.63 x 31.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7ecdec9fe7f945e4bd0bceceda346140.jpg|VÉTHEUIL|CLAUDE MONET|images/claude_monet/7ecdec9fe7f945e4bd0bceceda346140.jpg
98|2D|1901|Pastel|Paper|Yes|12.25 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/20070eab8e9e28592adeefb2927339e2.jpg|Waterloo Bridge|CLAUDE MONET|images/claude_monet/20070eab8e9e28592adeefb2927339e2.jpg
99|2D|1875|Oil|Canvas|Yes|21.13 x 29.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a3fdef350989ed712fb5659e8962239c.jpg|La berge du Petit-Gennevilliers, soleil couchant|CLAUDE MONET|images/claude_monet/a3fdef350989ed712fb5659e8962239c.jpg
100|2D|1879|Oil|Canvas|Yes|24.13 x 32.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8b1255b1ccc9c820eecc9b368095e3bc.jpg|La route de Vétheuil, effet de neige|CLAUDE MONET|images/claude_monet/8b1255b1ccc9c820eecc9b368095e3bc.jpg
101|2D|1885|Oil|Canvas|Yes|23.75 x 32.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beb1c43f56c07b16ffa85985ccced875.jpg|Printemps à Giverny, effet d'après-midi|CLAUDE MONET|images/claude_monet/beb1c43f56c07b16ffa85985ccced875.jpg
102|2D|1869|Oil|Canvas|Yes|16.13 x 21.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8e4bd75e607e3b884fa3185af092060c.jpg|Route à Louveciennes, neige fondante, soleil couchant|CLAUDE MONET|images/claude_monet/8e4bd75e607e3b884fa3185af092060c.jpg
103|2D|1879|Oil|Canvas|Yes|18.13 x 24 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7c489179532e44638dbf3e1d3d45a9c5.jpg|LA SEINE À LAVACOURT|CLAUDE MONET|images/claude_monet/7c489179532e44638dbf3e1d3d45a9c5.jpg
104|2D|1874|Oil|Canvas|Yes|21.38 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e82b8fa837e27af1302d5bf6c048dc5e.jpg|Les bords de la Seine au Petit-Gennevilliers|CLAUDE MONET|images/claude_monet/e82b8fa837e27af1302d5bf6c048dc5e.jpg
105|2D|1876|Oil|Canvas|Yes|21.38 x 25.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/419d5239f9c5463fac01b345d2a94768.jpg|Saules au bord de l’Yerres|CLAUDE MONET|images/claude_monet/419d5239f9c5463fac01b345d2a94768.jpg
106|2D||Charcoal|Paper|Unknown|16.13 x 11.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f914fcacd13898266749b4ab44027374.jpg|Le peintre Azaïsse|CLAUDE MONET|images/claude_monet/f914fcacd13898266749b4ab44027374.jpg
107|2D||Oil|Canvas|Yes|21.75 x 29.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fcd877bb5fd9a108654a0aa2c5414c66.jpg|La Vague|CLAUDE MONET|images/claude_monet/fcd877bb5fd9a108654a0aa2c5414c66.jpg
108|2D|1880|Oil|Canvas|Yes|21.75 x 29.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b5952a5422114eeca9d66c6e99bb1f79.jpg|La Vague|CLAUDE MONET|images/claude_monet/b5952a5422114eeca9d66c6e99bb1f79.jpg
109|2D|1874|Oil|Canvas|Yes|21.38 x 28.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dd1b69913c40f84d309223ac5450e0f1.jpg|Les bords de la Seine près d’Argenteuil|CLAUDE MONET|images/claude_monet/dd1b69913c40f84d309223ac5450e0f1.jpg
110|2D|1891|Oil|Canvas|Yes|28.63 x 36.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6b6649e120e2beb314db89e0956e87e7.jpg|Meule|CLAUDE MONET|images/claude_monet/6b6649e120e2beb314db89e0956e87e7.jpg
111|2D|1874|Oil|Canvas|Yes|21.5 x 28.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/07bac5f9f9e4fd4c9bc702db9ba47d0e.jpg|Au Petit-Gennevilliers|CLAUDE MONET|images/claude_monet/07bac5f9f9e4fd4c9bc702db9ba47d0e.jpg
112|2D|1874|Oil|Canvas|Yes|21.5 x 28.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/07bac5f9f9e4fd4c9bc702db9ba47d0e.jpg|Au Petit-Gennevilliers|CLAUDE MONET|images/claude_monet/07bac5f9f9e4fd4c9bc702db9ba47d0e.jpg
113|2D|1919|Oil|Canvas|Yes|99.6 x 103.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ac5c5b5f22fd4c2cbc0f76e332dd8d13.jpg|Le bassin aux nymphéas|CLAUDE MONET|images/claude_monet/ac5c5b5f22fd4c2cbc0f76e332dd8d13.jpg
114|2D|1876|Oil|Canvas|Yes|32 x 23.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b0a08f76b5ba46c4afc45696c00b782b.jpg|CAMILLE À L'OMBRELLE VERTE|CLAUDE MONET|images/claude_monet/b0a08f76b5ba46c4afc45696c00b782b.jpg
115|2D|1884|Oil|Canvas|Yes|23.625 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0bb3f88c1f7285c948b27dd7d0d5efc9.jpg|MARÉE BASSE AUX PETITES-DALLES|CLAUDE MONET|images/claude_monet/0bb3f88c1f7285c948b27dd7d0d5efc9.jpg
116|2D|1883|Oil|Canvas|Yes|25.88 x 32.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ee0f1b0537424bf3b941018bb1abd006.jpg|PRÈS MONTE-CARLO|CLAUDE MONET|images/claude_monet/ee0f1b0537424bf3b941018bb1abd006.jpg
117|2D|1886|Charcoal|Canvas|Unknown|73.3 x 60 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c44ea753a059fa73978edda5c8395b1f.jpg|Michel Monet et Jean-Pierre Hoschedé se tenant par l'épaule|CLAUDE MONET|images/claude_monet/c44ea753a059fa73978edda5c8395b1f.jpg
118|2D|1908|Oil|Canvas|Yes|25.5 x 39.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/19f848f6887b4a7fbe6e7d27a8f0bc3a.jpg|LE PALAIS DUCAL VU DE SAINT-GEORGES MAJEUR|CLAUDE MONET|images/claude_monet/19f848f6887b4a7fbe6e7d27a8f0bc3a.jpg
119|2D|1864|Oil|Canvas|Yes|18.125 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/95ffc269b6d89005850ddb8ee9862ccc.jpg|Portrait d'homme debout|CLAUDE MONET|images/claude_monet/95ffc269b6d89005850ddb8ee9862ccc.jpg
120|2D|1864|Oil|Canvas|Yes|18.13 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5890e968bca14d3b80fdc236811b5ba4.jpg|Portrait d'homme debout|CLAUDE MONET|images/claude_monet/5890e968bca14d3b80fdc236811b5ba4.jpg
121|2D|1871|Oil|Canvas|Yes|50 x 75 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1717108e602a4aaa834318053d9f482f.jpg|UN MOULIN À ZAANDAM|CLAUDE MONET|images/claude_monet/1717108e602a4aaa834318053d9f482f.jpg
122|2D|1872|Oil|Canvas|Yes|56 x 74 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/207301a8129e4c6b8dda54678f1e713e.jpg|Untitled|CLAUDE MONET|images/claude_monet/207301a8129e4c6b8dda54678f1e713e.jpg
123|2D|1868|Pastel|Paper|Unknown|22.5 x 40 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/17f0c2f5c2b54de28aeee5d78b7d838c.jpg|ETRETAT, LE PERREY, LA PORTE D'AMONT|CLAUDE MONET|images/claude_monet/17f0c2f5c2b54de28aeee5d78b7d838c.jpg
124|2D||Oil|Canvas|Unknown|23.75 x 31 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/321673224c62fee51a6c7f90502f2e42.jpg|Paysage à Villez|CLAUDE MONET|images/claude_monet/321673224c62fee51a6c7f90502f2e42.jpg
125|2D||Pastel|Paper|Yes|10.25 x 13.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b633462cab7d4c8d0883ddc08309cc5f.jpg|Soleil levant|CLAUDE MONET|images/claude_monet/b633462cab7d4c8d0883ddc08309cc5f.jpg
126|2D|1924|Oil|Canvas|Yes|39.5 x 39.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/57ec0c80f811a893fc284c7fe3c7ba8c.jpg|Iris jaunes au nuage rose|CLAUDE MONET|images/claude_monet/57ec0c80f811a893fc284c7fe3c7ba8c.jpg
127|2D|1881|Pastel|Paper|Yes|10.38 x 14 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/04f22bd91b6645ad9c041008ae19fbe6.jpg|CHEMIN CREUX, EFFET DE LUMIÈRE|CLAUDE MONET|images/claude_monet/04f22bd91b6645ad9c041008ae19fbe6.jpg
128|2D|1884|Oil|Canvas|Unknown|19.75 x 22.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fd16b584299f41e188da142cb0fec803.jpg|BRANCHE DE CITRONNIER|CLAUDE MONET|images/claude_monet/fd16b584299f41e188da142cb0fec803.jpg
129|2D||Oil|Canvas|Unknown|39.38 x 32 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/49d1ee3f56d8f1d276165ffcbbcaf242.jpg|Nymphéas|CLAUDE MONET|images/claude_monet/49d1ee3f56d8f1d276165ffcbbcaf242.jpg
